"Incident.Number","Call.Date.Time","Location","Incident.Type","Other","Individual","Dispositions","Race","Gender","AgeRange","Reason","Enforcement","CarSearch","Hour","Day"
"2015-00054655",2015-09-16 14:23:00,"HAROLD WAY / ALLSTON WAY","1194","",1,"WM3RWN","White","Male","30-39","Probation/ Paroleeasonable Suspicion","Warning","No Search",14,"4"
"2015-00054656",2015-09-16 14:28:00,"37.8693028530001~-122.272234021","1194","",1,"BM4RCN","Black","Male","40+","Probation/ Paroleeasonable Suspicion","Citation","No Search",14,"4"
"2015-00054664",2015-09-16 15:28:00,"1800 BLOCK WARD ST","T","",1,"AF3TCN","Asian","Female","30-39","Traffic","Citation","No Search",15,"4"
"2015-00054691",2015-09-16 17:55:00,"2200 BLOCK SHATTUCK AVE","1194","",1,"WM3RWN","White","Male","30-39","Probation/ Paroleeasonable Suspicion","Warning","No Search",17,"4"
"2015-00054702",2015-09-16 18:27:00,"TELEGRAPH AVE / DWIGHT WAY","T","FC",1,"WM2TWN","White","Male","18-29","Traffic","Warning","No Search",18,"4"
"2015-00054736",2015-09-16 21:45:00,"SHATTUCK AVE/ROSE ST","1194","",1,"WM4IWN","White","Male","40+","Investigation","Warning","No Search",21,"4"
"2015-00054741",2015-09-16 22:11:00,"1700 BLOCK SHATTUCK AVE","1194","",1,"WM4IWN","White","Male","40+","Investigation","Warning","No Search",22,"4"
"2015-00054771",2015-09-17 03:22:00,"CARLETON ST / SHATTUCK AVE","T","",1,"HM2TWN","Hispanic","Male","18-29","Traffic","Warning","No Search",3,"5"
"2015-00054808",2015-09-17 10:28:00,"ASHBY AVE / SACRAMENTO ST","1196","",1,"WM3TWN","White","Male","30-39","Traffic","Warning","No Search",10,"5"
"2015-00054823",2015-09-17 11:54:00,"SHATTUCK AVE / ALLSTON WAY","T","",1,"BM2TWN","Black","Male","18-29","Traffic","Warning","No Search",11,"5"
"2015-00054832",2015-09-17 12:35:00,"2100 BLOCK SHATTUCK AVE","1194","",1,"WM4RCN","White","Male","40+","Probation/ Paroleeasonable Suspicion","Citation","No Search",12,"5"
"2015-00054842",2015-09-17 13:06:00,"37.8609962420001~-122.256143699","1194","",1,"WM4RCN","White","Male","40+","Probation/ Paroleeasonable Suspicion","Citation","No Search",13,"5"
"2015-00054851",2015-09-17 14:05:00,"37.8693028530001~-122.272234021","1194","",1,"BM4RCN","Black","Male","40+","Probation/ Paroleeasonable Suspicion","Citation","No Search",14,"5"
"2015-00054858",2015-09-17 14:32:00,"WEBSTER ST / TELEGRAPH AVE","T","",1,"AF4TCN","Asian","Female","40+","Traffic","Citation","No Search",14,"5"
"2015-00054863",2015-09-17 15:14:00,"2200 BLOCK SHATTUCK AVE","1194","",1,"OM3RCN","Other","Male","30-39","Probation/ Paroleeasonable Suspicion","Citation","No Search",15,"5"
"2015-00054865",2015-09-17 15:30:00,"37.8693028530001~-122.272234021","1194","",1,"OM4RCN","Other","Male","40+","Probation/ Paroleeasonable Suspicion","Citation","No Search",15,"5"
"2015-00054870",2015-09-17 16:03:00,"WARRING ST / DERBY ST","T","",1,"WF4TCN","White","Female","40+","Traffic","Citation","No Search",16,"5"
"2015-00054877",2015-09-17 16:22:00,"WARRING ST / DERBY ST","T","",1,"WM4TCN","White","Male","40+","Traffic","Citation","No Search",16,"5"
"2015-00054879",2015-09-17 16:31:00,"WARRING ST / DERBY ST","T","",1,"OF3TCN","Other","Female","30-39","Traffic","Citation","No Search",16,"5"
"2015-00054884",2015-09-17 16:46:00,"CLAREMONT BLVD / DERBY ST","T","",1,"HF4TCN","Hispanic","Female","40+","Traffic","Citation","No Search",16,"5"
"2015-00054890",2015-09-17 16:59:00,"COLLEGE AVE / WEBSTER ST","T","",1,"WM4TCN","White","Male","40+","Traffic","Citation","No Search",16,"5"
"2015-00054892",2015-09-17 17:19:00,"2000 BLOCK SHATTUCK AVE","1194","",1,"OM3RWN","Other","Male","30-39","Probation/ Paroleeasonable Suspicion","Warning","No Search",17,"5"
"2015-00054901",2015-09-17 17:53:00,"ASHBY AVE / SEVENTH ST","T","",1,"WF3TCN","White","Female","30-39","Traffic","Citation","No Search",17,"5"
"2015-00054906",2015-09-17 18:03:00,"COWPER ST / BYRON ST","T","",1,"WM3TWN","White","Male","30-39","Traffic","Warning","No Search",18,"5"
"2015-00054925",2015-09-17 19:44:00,"37.8693028530001~-122.272234021","1194","",1,"HM3RCN","Hispanic","Male","30-39","Probation/ Paroleeasonable Suspicion","Citation","No Search",19,"5"
"2015-00054929",2015-09-17 20:35:00,"TENTH ST / UNIVERSITY AVE","T","",1,"WM2TWN","White","Male","18-29","Traffic","Warning","No Search",20,"5"
"2015-00054943",2015-09-17 21:51:00,"CALIFORNIA ST / HEARST AVE","T","",1,"AM3TCN","Asian","Male","30-39","Traffic","Citation","No Search",21,"5"
"2015-00054949",2015-09-17 22:05:00,"UNIVERSITY AVE / SIXTH ST","T","",1,"OM2TWN","Other","Male","18-29","Traffic","Warning","No Search",22,"5"
"2015-00054952",2015-09-17 22:13:00,"SAN PABLO AVE / GILMAN ST","T","",1,"OM2TWN","Other","Male","18-29","Traffic","Warning","No Search",22,"5"
"2015-00054954",2015-09-17 22:19:00,"SHATTUCK AVE / DURANT AVE","1196","",1,"OF4TWN","Other","Female","40+","Traffic","Warning","No Search",22,"5"
"2015-00054962",2015-09-17 23:16:00,"SAN PABLO AVE / BLAKE ST","T","",1,"BM2TWN","Black","Male","18-29","Traffic","Warning","No Search",23,"5"
"2015-00054964",2015-09-17 23:32:00,"1000 BLOCK UNIVERSITY AVE","T","",1,"BM3TWN","Black","Male","30-39","Traffic","Warning","No Search",23,"5"
"2015-00054965",2015-09-17 23:36:00,"WB UNIB WOF 6TH","T","",1,"HM4TWN","Hispanic","Male","40+","Traffic","Warning","No Search",23,"5"
"2015-00054967",2015-09-17 23:43:00,"FOURTH ST / ALLSTON WAY","1196","",1,"BF2TWN","Black","Female","18-29","Traffic","Warning","No Search",23,"5"
"2015-00054974",2015-09-18 00:51:00,"GILMAN ST / PERALTA AVE","T","",1,"WM4TWN","White","Male","40+","Traffic","Warning","No Search",0,"6"
"2015-00054975",2015-09-18 00:59:00,"CEDAR ST / M L KING JR WAY","T","",1,"HM2TCN","Hispanic","Male","18-29","Traffic","Citation","No Search",0,"6"
"2015-00054976",2015-09-18 01:06:00,"DWIGHT WAY / ELLSWORTH ST","T","",1,"BM4TWN","Black","Male","40+","Traffic","Warning","No Search",1,"6"
"2015-00054977",2015-09-18 01:18:00,"DERBY ST / COLLEGE AVE","T","",1,"WM2TWN","White","Male","18-29","Traffic","Warning","No Search",1,"6"
"2015-00054978",2015-09-18 01:34:00,"BANCROFT WAY / ELLSWORTH ST","T","",1,"AF2TWN","Asian","Female","18-29","Traffic","Warning","No Search",1,"6"
"2015-00055015",2015-09-18 10:06:00,"SIXTY-SEVENTH ST / HOLLIS ST","T","",1,"WF3TWN","White","Female","30-39","Traffic","Warning","No Search",10,"6"
"2015-00055016",2015-09-18 10:17:00,"UNIVERSITY AVE / SAN PABLO AVE","T","",1,"OM3TCN","Other","Male","30-39","Traffic","Citation","No Search",10,"6"
"2015-00055019",2015-09-18 10:43:00,"CHANNING WAY / TELEGRAPH AVE","T","",1,"AM1TCN","Asian","Male","0-18","Traffic","Citation","No Search",10,"6"
"2015-00055022",2015-09-18 10:52:00,"UNIVERSITY AVE / W FRONTAGE RD","T","",1,"HF2TCN","Hispanic","Female","18-29","Traffic","Citation","No Search",10,"6"
"2015-00055023",2015-09-18 10:54:00,"ELSWORTH N CHANNING","T","",1,"WM4TCN","White","Male","40+","Traffic","Citation","No Search",10,"6"
"2015-00055026",2015-09-18 11:16:00,"SIXTH ST / UNIVERSITY AVE","T","",1,"BM4TCN","Black","Male","40+","Traffic","Citation","No Search",11,"6"
"2015-00055032",2015-09-18 11:27:00,"UNIVERSITY AVE / SIXTH ST","T","",1,"WM4TCN","White","Male","40+","Traffic","Citation","No Search",11,"6"
"2015-00055035",2015-09-18 11:34:00,"NINTH ST / UNIVERSITY AVE","T","",1,"WF3TCN","White","Female","30-39","Traffic","Citation","No Search",11,"6"
"2015-00055038",2015-09-18 11:44:00,"ASHBY AVE / SEVENTH ST","T","",1,"WF4TCN","White","Female","40+","Traffic","Citation","No Search",11,"6"
"2015-00055043",2015-09-18 11:57:00,"SAN PABLO AVE / UNIVERSITY AVE","T","",1,"BM4TCN","Black","Male","40+","Traffic","Citation","No Search",11,"6"
"2015-00055051",2015-09-18 12:29:00,"COLLEGE 67TH","T","",1,"AM4TCN","Asian","Male","40+","Traffic","Citation","No Search",12,"6"
"2015-00055053",2015-09-18 12:38:00,"POTTER ST / SEVENTH ST","T","",1,"HF3TCN","Hispanic","Female","30-39","Traffic","Citation","No Search",12,"6"
"2015-00055066",2015-09-18 14:12:00,"VIRG KAINS","T","",1,"WM3TWN","White","Male","30-39","Traffic","Warning","No Search",14,"6"
"2015-00055089",2015-09-18 15:32:00,"HASTE ST / BOWDITCH ST","T","",1,"WM2RCS","White","Male","18-29","Probation/ Paroleeasonable Suspicion","Citation","Search",15,"6"
"2015-00055148",2015-09-18 19:04:00,"BLAKE ST / SHATTUCK AVE","T","",1,"WM4TWN","White","Male","40+","Traffic","Warning","No Search",19,"6"
"2015-00055153",2015-09-18 19:25:00,"ASHBY AVE / SEVENTH ST","T","",1,"WM3TWN","White","Male","30-39","Traffic","Warning","No Search",19,"6"
"2015-00055157",2015-09-18 19:34:00,"MABEL ST / CARRISON ST","T","",1,"BM4TWN","Black","Male","40+","Traffic","Warning","No Search",19,"6"
"2015-00055170",2015-09-18 20:28:00,"ALCATRAZ AVE / SACRAMENTO ST","T","",1,"BM3TWN","Black","Male","30-39","Traffic","Warning","No Search",20,"6"
"2015-00055176",2015-09-18 20:45:00,"ADELINE ST / ASHBY AVE","T","",1,"BF3TWN","Black","Female","30-39","Traffic","Warning","No Search",20,"6"
"2015-00055179",2015-09-18 21:02:00,"HASKELL ST / SAN PABLO AVE","T","TOW",1,"BM4TWN","Black","Male","40+","Traffic","Warning","No Search",21,"6"
"2015-00055179",2015-09-18 21:02:00,"HASKELL ST / SAN PABLO AVE","T","TOW",2,"BM2TCS","Black","Male","18-29","Traffic","Citation","Search",21,"6"
"2015-00055182",2015-09-18 21:49:00,"BERKELEY WAY / WALNUT ST","T","",1,"WM2TWN","White","Male","18-29","Traffic","Warning","No Search",21,"6"
"2015-00055193",2015-09-18 22:29:00,"DERBY ST / SHATTUCK AVE","T","",1,"BF4TWN","Black","Female","40+","Traffic","Warning","No Search",22,"6"
"2015-00055205",2015-09-18 23:33:00,"BYRON ST / CHANNING WAY","1196","TOW",1,"BM4TCS","Black","Male","40+","Traffic","Citation","Search",23,"6"
"2015-00055223",2015-09-19 00:22:00,"ELLSWORTH ST / BANCROFT WAY","T","",1,"HM2TWN","Hispanic","Male","18-29","Traffic","Warning","No Search",0,"7"
"2015-00055225",2015-09-19 00:27:00,"SHATTUCK AVE / ALLSTON WAY","T","",1,"OM2TWN","Other","Male","18-29","Traffic","Warning","No Search",0,"7"
"2015-00055226",2015-09-19 00:33:00,"EMERSON ST / TREMONT ST","1194B","",1,"BM4TWN","Black","Male","40+","Traffic","Warning","No Search",0,"7"
"2015-00055236",2015-09-19 01:06:00,"UNIVERSITY AVE / SACRAMENTO ST","T","",1,"AM2TCN","Asian","Male","18-29","Traffic","Citation","No Search",1,"7"
"2015-00055244",2015-09-19 01:38:00,"FULTON ST / BANCROFT WAY","T","",1,"OM4TWN","Other","Male","40+","Traffic","Warning","No Search",1,"7"
"2015-00055259",2015-09-19 03:32:00,"COLUSA AVE/VICENTE ST","T","",1,"BM4TWN","Black","Male","40+","Traffic","Warning","No Search",3,"7"
"2015-00055270",2015-09-19 05:21:00,"UNI/W FRONTAGE","T","",1,"WM4TCN","White","Male","40+","Traffic","Citation","No Search",5,"7"
"2015-00055278",2015-09-19 08:35:00,"HAROLD WAY / KITTREDGE ST","1194B","",1,"BM4TWN","Black","Male","40+","Traffic","Warning","No Search",8,"7"
"2015-00055288",2015-09-19 10:08:00,"PIEDMONT AVE / DERBY ST","T","",1,"WF4TCN","White","Female","40+","Traffic","Citation","No Search",10,"7"
"2015-00055289",2015-09-19 10:22:00,"BELROSE AVE / DERBY ST","T","",1,"WF4TCN","White","Female","40+","Traffic","Citation","No Search",10,"7"
"2015-00055294",2015-09-19 10:33:00,"PIEDMONT AVE / FOREST AVE","T","",1,"WM4TCN","White","Male","40+","Traffic","Citation","No Search",10,"7"
"2015-00055295",2015-09-19 10:43:00,"CALIFORNIA ST / JULIA ST","T","",1,"BF4TCN","Black","Female","40+","Traffic","Citation","No Search",10,"7"
"2015-00055296",2015-09-19 10:43:00,"DERBY ST / BELROSE AVE","T","",1,"OF3TCN","Other","Female","30-39","Traffic","Citation","No Search",10,"7"
"2015-00055299",2015-09-19 10:58:00,"DERBY ST / CLAREMONT BLVD","T","",1,"AM3TCN","Asian","Male","30-39","Traffic","Citation","No Search",10,"7"
"2015-00055303",2015-09-19 11:36:00,"SHATTUCK AVE / STUART ST","T","",1,"AM2TWN","Asian","Male","18-29","Traffic","Warning","No Search",11,"7"
"2015-00055312",2015-09-19 12:28:00,"ADELINE ST / OREGON ST","T","",1,"WF3TCN","White","Female","30-39","Traffic","Citation","No Search",12,"7"
"2015-00055316",2015-09-19 12:51:00,"2200 BLOCK SHATTUCK AVE","1194","M",1,"WM2RWN","White","Male","18-29","Probation/ Paroleeasonable Suspicion","Warning","No Search",12,"7"
"2015-00055317",2015-09-19 12:54:00,"ADELINE ST / OREGON ST","T","",1,"WM4TCN","White","Male","40+","Traffic","Citation","No Search",12,"7"
"2015-00055319",2015-09-19 13:03:00,"2100 BLOCK SHATTUCK AVE","1194","",1,"WM3RCN","White","Male","30-39","Probation/ Paroleeasonable Suspicion","Citation","No Search",13,"7"
"2015-00055319",2015-09-19 13:03:00,"2100 BLOCK SHATTUCK AVE","1194","",2,"WM2RCN","White","Male","18-29","Probation/ Paroleeasonable Suspicion","Citation","No Search",13,"7"
"2015-00055340",2015-09-19 14:46:00,"ASHBY AVE / SAN PABLO AVE","T","",1,"BF4TWN","Black","Female","40+","Traffic","Warning","No Search",14,"7"
"2015-00055354",2015-09-19 16:07:00,"SEVENTH ST / HEINZ AVE","T","",1,"WF3TCN","White","Female","30-39","Traffic","Citation","No Search",16,"7"
"2015-00055360",2015-09-19 16:49:00,"SEVENTH ST / HEINZ AVE","T","",1,"AF2TCN","Asian","Female","18-29","Traffic","Citation","No Search",16,"7"
"2015-00055361",2015-09-19 16:49:00,"CHESTNUT ST / UNIVERSITY AVE","T","",1,"WM2TWN","White","Male","18-29","Traffic","Warning","No Search",16,"7"
"2015-00055362",2015-09-19 16:58:00,"SUBSTATION","T","",1,"AM3TCN","Asian","Male","30-39","Traffic","Citation","No Search",16,"7"
"2015-00055369",2015-09-19 17:42:00,"W FRONTAGE RD / UNIVERSITY AVE","T","",1,"BF3TWN","Black","Female","30-39","Traffic","Warning","No Search",17,"7"
"2015-00055382",2015-09-19 18:56:00,"DWIGHT WAY / SIXTH ST","T","",1,"BM4TWN","Black","Male","40+","Traffic","Warning","No Search",18,"7"
"2015-00055385",2015-09-19 19:04:00,"4TH/BANCROFT","1194","",1,"BM4IWS","Black","Male","40+","Investigation","Warning","Search",19,"7"
"2015-00055387",2015-09-19 19:12:00,"DELAWARE ST / ACTON ST","1194B","",1,"WM2TWS","White","Male","18-29","Traffic","Warning","Search",19,"7"
"2015-00055396",2015-09-19 19:58:00,"TELEGRAPH AVE / CARLETON ST","T","",1,"BM4TWN","Black","Male","40+","Traffic","Warning","No Search",19,"7"
"2015-00055397",2015-09-19 20:02:00,"SACRAMENTO ST / PRINCE ST","T","",1,"WM3TWN","White","Male","30-39","Traffic","Warning","No Search",20,"7"
"2015-00055398",2015-09-19 20:06:00,"SACRAMENTO ST / ALCATRAZ AVE","T","",1,"BM4TWN","Black","Male","40+","Traffic","Warning","No Search",20,"7"
"2015-00055402",2015-09-19 20:19:00,"FAIRVIEW ST / SACRAMENTO ST","T","",1,"BM2TWN","Black","Male","18-29","Traffic","Warning","No Search",20,"7"
"2015-00055402",2015-09-19 20:19:00,"FAIRVIEW ST / SACRAMENTO ST","T","",2,"AF2TWN","Asian","Female","18-29","Traffic","Warning","No Search",20,"7"
"2015-00055402",2015-09-19 20:19:00,"FAIRVIEW ST / SACRAMENTO ST","T","",3,"BM2TWS","Black","Male","18-29","Traffic","Warning","Search",20,"7"
"2015-00055409",2015-09-19 21:05:00,"SACRAMENTO ST / DELAWARE ST","T","",1,"AM2TWN","Asian","Male","18-29","Traffic","Warning","No Search",21,"7"
"2015-00055415",2015-09-19 21:27:00,"SAN PABLO AVE / UNIVERSITY AVE","T","",1,"BM2TWN","Black","Male","18-29","Traffic","Warning","No Search",21,"7"
"2015-00055425",2015-09-19 22:29:00,"SAN PABLO AVE / ASHBY AVE","T","",1,"WF4TWN","White","Female","40+","Traffic","Warning","No Search",22,"7"
"2015-00055429",2015-09-19 22:40:00,"BANCROFT WAY / SAN PABLO AVE","T","",1,"BM3TWN","Black","Male","30-39","Traffic","Warning","No Search",22,"7"
"2015-00055433",2015-09-19 22:53:00,"CHANNING WAY / PIEDMONT AVE","T","",1,"OM3TCN","Other","Male","30-39","Traffic","Citation","No Search",22,"7"
"2015-00055443",2015-09-19 23:53:00,"TELEGRAPH AVE / CHANNING WAY","1194","",1,"WM2RWN","White","Male","18-29","Probation/ Paroleeasonable Suspicion","Warning","No Search",23,"7"
"2015-00055451",2015-09-20 00:13:00,"UNIVERSITY AVE / M L KING JR WAY","T","",1,"OM4TWN","Other","Male","40+","Traffic","Warning","No Search",0,"1"
"2015-00055452",2015-09-20 00:16:00,"1900 BLOCK FOURTH ST","1196","",1,"HM4RWN","Hispanic","Male","40+","Probation/ Paroleeasonable Suspicion","Warning","No Search",0,"1"
"2015-00055463",2015-09-20 00:55:00,"EIGHTH ST / CARLETON ST","T","",1,"OM2TWN","Other","Male","18-29","Traffic","Warning","No Search",0,"1"
"2015-00055467",2015-09-20 01:01:00,"BURNETT ST / SAN PABLO AVE","T","",1,"OM2TWN","Other","Male","18-29","Traffic","Warning","No Search",1,"1"
"2015-00055468",2015-09-20 01:04:00,"BURNETT ST / SAN PABLO AVE","T","",1,"BM2TWN","Black","Male","18-29","Traffic","Warning","No Search",1,"1"
"2015-00055472",2015-09-20 01:16:00,"OXFORD ST / CENTER ST","T","",1,"WM2TWN","White","Male","18-29","Traffic","Warning","No Search",1,"1"
"2015-00055476",2015-09-20 01:32:00,"TELEGRAPH AVE / WOOLSEY ST","T","",1,"BM3TWN","Black","Male","30-39","Traffic","Warning","No Search",1,"1"
"2015-00055477",2015-09-20 01:34:00,"CHANNING WAY / TELEGRAPH AVE","T","",1,"WM2TWN","White","Male","18-29","Traffic","Warning","No Search",1,"1"
"2015-00055486",2015-09-20 02:35:00,"DWIGHT WAY / REGENT ST","T","",1,"WM2TWN","White","Male","18-29","Traffic","Warning","No Search",2,"1"
"2015-00055497",2015-09-20 03:24:00,"SAN PABLO AVE / SIXTY-SECOND ST","1196","",1,"BM2TWS","Black","Male","18-29","Traffic","Warning","Search",3,"1"
"2015-00055502",2015-09-20 05:17:00,"GRANT ST / UNIVERSITY AVE","T","",1,"WM4TWN","White","Male","40+","Traffic","Warning","No Search",5,"1"
"2015-00055532",2015-09-20 12:16:00,"HILLEGASS AVE / DWIGHT WAY","T","",1,"BM4TWN","Black","Male","40+","Traffic","Warning","No Search",12,"1"
"2015-00055540",2015-09-20 13:03:00,"ASHBY AVE / MAGNOLIA ST","T","",1,"WF2TCN","White","Female","18-29","Traffic","Citation","No Search",13,"1"
"2015-00055546",2015-09-20 13:19:00,"BANCROFT WAY / BARROWS LN","T","",1,"WM4TCN","White","Male","40+","Traffic","Citation","No Search",13,"1"
"2015-00055548",2015-09-20 13:35:00,"DURANT AVE / BOWDITCH ST","T","",1,"WM4TCN","White","Male","40+","Traffic","Citation","No Search",13,"1"
"2015-00055553",2015-09-20 13:48:00,"SIXTH ST / UNIVERSITY AVE","T","",1,"BM2TWN","Black","Male","18-29","Traffic","Warning","No Search",13,"1"
"2015-00055555",2015-09-20 13:58:00,"2200 BLOCK HAROLD WAY","1194","",1,"WM4RCN","White","Male","40+","Probation/ Paroleeasonable Suspicion","Citation","No Search",13,"1"
"2015-00055555",2015-09-20 13:58:00,"2200 BLOCK HAROLD WAY","1194","",2,"WM3RCS","White","Male","30-39","Probation/ Paroleeasonable Suspicion","Citation","Search",13,"1"
"2015-00055559",2015-09-20 14:07:00,"KITTREDGE ST / MILVIA ST","T","",1,"WM3TCN","White","Male","30-39","Traffic","Citation","No Search",14,"1"
"2015-00055568",2015-09-20 14:26:00,"HASTE ST / SHATTUCK AVE","T","",1,"WM4TCN","White","Male","40+","Traffic","Citation","No Search",14,"1"
"2015-00055572",2015-09-20 14:47:00,"SHATTUCK AVE / HASTE ST","T","",1,"AF2TCN","Asian","Female","18-29","Traffic","Citation","No Search",14,"1"
"2015-00055575",2015-09-20 15:07:00,"CHANNING WAY / SHATTUCK AVE","T","",1,"AF3TCN","Asian","Female","30-39","Traffic","Citation","No Search",15,"1"
"2015-00055577",2015-09-20 15:13:00,"37.8693028530001~-122.272234021","1194","P",1,"WM4KCS","White","Male","40+","K","Citation","Search",15,"1"
"2015-00055599",2015-09-20 17:24:00,"SIXTY-SEVENTH ST / HOLLIS ST","T","",1,"WF3TCN","White","Female","30-39","Traffic","Citation","No Search",17,"1"
"2015-00055640",2015-09-20 20:59:00,"M L KING JR WAY / BANCROFT WAY","T","",1,"WM4TWN","White","Male","40+","Traffic","Warning","No Search",20,"1"
"2015-00055642",2015-09-20 21:18:00,"SIXTY-THIRD ST / CALIFORNIA ST","1194","",1,"BM4TWS","Black","Male","40+","Traffic","Warning","Search",21,"1"
"2015-00055644",2015-09-20 21:33:00,"ADELINE ST / HARMON ST","T","",1,"HM3TWN","Hispanic","Male","30-39","Traffic","Warning","No Search",21,"1"
"2015-00055646",2015-09-20 21:41:00,"FOURTH ST / ALLSTON WAY","1196","",1,"HM2TWS","Hispanic","Male","18-29","Traffic","Warning","Search",21,"1"
"2015-00055650",2015-09-20 21:49:00,"FOURTH ST / BANCROFT WAY","1196","",1,"BM3TWN","Black","Male","30-39","Traffic","Warning","No Search",21,"1"
"2015-00055651",2015-09-20 21:54:00,"HEARST AVE / NINTH ST","1194","",1,"AM2RAS","Asian","Male","18-29","Probation/ Paroleeasonable Suspicion","Arrest","Search",21,"1"
"2015-00055653",2015-09-20 22:02:00,"SHATTUCK AVE / DWIGHT WAY","T","",1,"OM2TCN","Other","Male","18-29","Traffic","Citation","No Search",22,"1"
"2015-00055654",2015-09-20 22:08:00,"ASHBY AVE / KING ST","1194B","",1,"HM3TWS","Hispanic","Male","30-39","Traffic","Warning","Search",22,"1"
"2015-00055666",2015-09-20 23:18:00,"ADELINE ST / RUSSELL ST","T","",1,"BM2TCS","Black","Male","18-29","Traffic","Citation","Search",23,"1"
"2015-00055670",2015-09-20 23:52:00,"80 BLOCK BOLIVAR DR","1196","",1,"BM2IWN","Black","Male","18-29","Investigation","Warning","No Search",23,"1"
"2015-00055671",2015-09-20 23:55:00,"ADELINE ST / ALCATRAZ AVE","T","",1,"BM3TWN","Black","Male","30-39","Traffic","Warning","No Search",23,"1"
